Time_days,Parameter,S1,pval
100,muM2Ck1,0.43609063700577977,0.007845541101175524
100,lambdaM2,0.4249124863709456,0.0038450072999614004
100,muTcTreg,0.4070057134899071,0.0019973697938705515
100,deltaTh2,0.3962703058211128,0.0007190597266083509
100,r2,0.39183200122574136,0.002868748502751761
100,gammaTreg,0.3760029300944745,0.0024977046919285595
100,betaTreg,0.37502912618360534,0.00687298942844794
100,ktc2,0.3715293150590213,0.015040688958201653
100,muTregCk1,0.30843354085731867,1.8011125759387348e-05
100,lambdaTc2,0.2798534962996281,0.00030418310151258954
100,muSR,0.2704897469338511,0.03988154332407212
100,betaM2,0.1566419394649933,0.01130079450313315
100,k11,0.11112868638482065,0.0497204049349631
100,muTh1Ck1,0.08827786108294332,0.04856580850482428
600,betaTh2,0.9998246928410005,0.0
600,p2,0.9987327316915249,0.0
600,gammaS,0.9964827900015969,0.0
600,gammaCR,0.9963019104765053,0.0
600,p1,0.9812133196795323,0.0
600,gammaTh1,0.9435324928531367,0.0
600,mC,0.9411574031129266,0.0
600,deltaTc,0.9388735566835008,0.0
600,tck,0.9360987792038673,0.0
600,betaTh1CK2,0.9042006378369297,0.0
600,deltaM1,0.8689497533381623,5.495603971894525e-14
600,deltaC,0.8586578145972303,5.0315307476012094e-12
600,k6,0.8320638881632348,1.4754976018771515e-08
600,muS,0.8234468124220999,5.551115123125783e-16
600,muC2,0.8202802798431457,1.6465018048972269e-07
600,gammaTc,0.8165614977436675,3.1142218592794535e-07
600,k7,0.810311416027767,6.972200594645983e-14
600,lambdaM1,0.8043343746549294,2.1130691907345067e-06
600,deltaTh2,0.8015151567496008,3.158580715423298e-06
600,deltaCk3,0.8003158202164642,3.714320878867028e-06
600,deltaTreg,0.8001828659204862,3.7797077231394027e-06
600,gammaTreg,0.8000310719040119,3.7817977175391704e-06
600,mS,0.7999024996373773,3.866488917592115e-06
600,k2,0.79814497714103,3.817502308378629e-06
600,muSR,0.7981334153927016,3.7486245584306133e-06
600,gammaM1,0.7797128200199483,3.836203354978807e-09
600,gammaTh2,0.7729698141928723,7.292050296925368e-10
600,lambdaTc4,0.7725044914567146,9.247845822457634e-10
600,gammaC,0.7612216630005211,1.0411939610488474e-07
600,k1,0.7554835781144602,3.233771139754538e-08
600,muC1,0.7526003861969758,4.117428396011036e-06
600,lambdaTh2,0.7307363377806027,1.3285610607649545e-05
600,k10,0.730218241719539,1.351312202979571e-05
600,ktc3,0.729975223572859,1.3347967623089652e-05
600,deltaCk1,0.7296690464205084,1.2966801102742842e-05
600,betaTh1CK3,0.7287534147324016,1.4389701679773381e-05
600,k9,0.7279515547498162,1.451394812079787e-05
600,ktc4,0.7272997804139907,1.191359793184521e-05
600,lambdaTc1,0.7262715531320019,1.5618887597379505e-05
600,deltaTh1,0.7006630936361593,1.7330539670012968e-07
600,gammaM2,0.6721204569914101,0.00014600737796288676
600,ktc1,0.6539406099746057,0.00032654120112596274
600,CRmax,0.6524168895233585,0.00030540027112113677
600,betaTc,0.6359181545998935,0.0007602335718703834
600,muTh1Ck3,0.616565554913907,0.0016734644011121569
600,k4,0.6155686889400391,0.001741975009333152
600,r1,0.6114871739529469,0.0020426725462106
600,lambdaTreg2,0.6075518532879276,0.0023421931980451838
600,muM1Ck2,0.604458931277117,0.002633236717133669
600,lambdaTh1,0.6003999568860041,0.0030379616630166195
600,deltaS,0.6003143689453665,0.0030514434816798497
600,deltaCR,0.600275221602142,0.00305530455530445
600,deltaCk2,0.5986993653797205,4.499510917022054e-05
600,k3,0.5587520964413584,0.0013884557975467615
600,k5,0.5393242605094767,0.0027459561037623814
600,Cmax,0.5334858164544025,0.0033794552787512755
600,muM2Ck1,0.5332384509185888,0.0038351944931437343
600,betaTreg,0.5308873999654771,0.0041625200555706066
600,ktc2,0.46693404313722564,0.009345655545456744
600,r2,0.40909893521871277,0.02576648252385716
600,lambdaM2,0.4006802443663752,0.03355341667100897
600,muTcS,0.40058258034045585,0.03361094338691828
600,betaM2,0.4005149469985502,0.03364757621131376
600,k8,0.4001612309596019,0.033851331799493845
600,deltaM2,0.34672606494683633,0.02308136405194794
